Abnormality of body height	HP:0000002
Fragmentation of the epiphysis of the middle phalanx of the 5th toe	None
Broad proximal phalanges of the hand	None
Broad innermost finger bones of the hand	None
Wide innermost finger bones of the hand	None
Short metacarpal bones	None
Metacarpal hypoplasia	None
Hypoplastic metacarpal	None
Brachymetacarpalia	None
Short metacarpals	None
Shortened metacarpals	None
Shortening of metacarpals	None
Shortened long bone of hand	None
Short metacarpal	None
Shortened long bones of hand	None
Sclerosis of the proximal phalanx of the 3rd finger	None
Increased bone density in innermost bone of the middle finger	None
Bracket shaped end part of the middle bone of 3rd toe	None
Bracket epiphysis of the middle phalanx of the 3rd toe	None
Abnormality of the outermost 4th toe bone	None
Abnormality of the distal phalanx of the 4th toe	None
Bowing of the arm	None
Bending of the arm	None
Hypertrophy of the lower limb	None
Femoral spur	None
Spurring of femur	None
Plantar hyperkeratosis	None
Plantar hyperkeratoses	None
Broad proximal phalanx of the 3rd finger	None
Broad innermost bone of middle finger	None
Camptodactyly of middle finger	None
Joint contracture of the 3rd finger	None
Abnormality of the calcaneal tendon	None
Abnormality of the Achilles tendon	None
Expanded metatarsals with widened medullary cavities	None
Quadriceps weakness	None
Quadriceps muscle weakness	None
Small end part of the middle bone of the 3rd toe	None
Small epiphysis of the middle phalanx of the 3rd toe	None
Proximally placed carpal bones	None
Triangular shaped phalanges of the 4th finger	None
Triangular shaped bone of ring finger	None
Partial duplication of the pinkie finger bone	None
Partial duplication of the little finger bone	None
Partial duplication of the pinky finger bone	None
Partial duplication of the phalanges of the 5th finger	None
Abnormality of the proximal ulnar epiphysis	None
Abnormal proximal ulnar epiphysis morphology	None
Webbed 1st-2nd toes	None
1-2 toe syndactyly	None
Webbed first and second toes	None
Increased bone density in the outermost bone of the 3rd toe	None
Sclerosis of the distal phalanx of the 3rd toe	None
Complete duplication of the proximal phalanx of the 3rd toe	None
Complete duplication of the innermost 3rd toe bone	None
Absent middle bone of pinkie toe	None
Absent middle bone of little toe	None
Absent middle bone of pinky toe	None
Aplasia of the middle phalanx of the 5th toe	None
Irregular outermost thighbone end part	None
Irregular distal femoral epiphysis	None
Laterally deficient tibial plateaux	None
Rocker bottom foot	None
Rocker-bottom feet	None
Rocker bottom feet	None
Rockerbottom feet	None
Congenital vertical talus	None
Uneven increase in bone density in the innermost bone of little finger	None
Uneven increase in bone density in the innermost bone of pinky finger	None
Uneven increase in bone density in the innermost bone of pinkie finger	None
Patchy sclerosis of the proximal phalanx of the 5th finger	None
Fragmentation of the epiphyses of the middle phalanges of the hand	None
Fragmentation of the end part of the middle hand bones	None
Uneven increase in bone density in the outermost bone of the 2nd toe	None
Patchy sclerosis of the distal phalanx of the 2nd toe	None
Abnormality of the epiphysis of the distal phalanx of the 4th toe	None
Abnormality of the end part of the outermost bone of the 4th toe	None
Sympodia	None
Sirenomelia	None
Absent end part of the toe bones	None
Absent epiphyses of the toes	None
Bracket shaped end part of little toe bone	None
Bracket shaped end part of pinkie toe bone	None
Bracket epiphyses of the 5th toe	None
Bracket shaped end part of pinky toe bone	None
Megalodactyly	None
Finger overgrowth	None
Macrodactyly	None
Irregular end part of the middle bone of the pinkie toe	None
Irregular epiphysis of the middle phalanx of the 5th toe	None
Irregular end part of the middle bone of the pinky toe	None
Irregular end part of the middle bone of the little toe	None
Fifth metacarpal notched on ulnar side	None
Fifth metacarpal with ulnar notch	None
Absent innermost bone of the 3rd toe	None
Absent proximal phalanx of the 3rd toe	None
Aplasia of the proximal phalanx of the 3rd toe	None
Humeral oval transradiancy	None
Oval transradiancy of humerus	None
Short proximal phalanx of the 3rd toe	None
Hypoplastic/small proximal phalanx of the 3rd toe	None
Short proximal phalanx of the third toe	None
Broad innermost toe bone	None
Broad proximal phalanx of toe	None
Distal/middle symphalangism of 2nd finger	None
Fused outermost and middle index finger bones	None
Symphalangism of the distal and middle phalanges of the 2nd finger	None
Dumbbell-shaped long bone in upper arm	None
Dumbbell-shaped humerus	None
Amniotic constriction rings of legs	None
Hypoplasia/absence of hand bones	None
Aplasia/hypoplasia involving bones of the hand	None
Absent/small hand bones	None
Absent/underdeveloped hand bones	None
Abnormality of radial epiphyses	None
Abnormality of radial epiphyseal plates	None
Pseudoepiphysis of the middle phalanx of the 4th finger	None
Hypoplasia of the lesser trochanter	None
Lesser trochanter hypoplasia	None
Absent end part of the innermost bone of the 2nd toe	None
Absent epiphysis of the proximal phalanx of the 2nd toe	None
Small epiphyses of the 3rd finger	None
Small end part of middle finger bone	None
Metatarsus adductus	None
Intoe	None
Metatarsus adductovarsus	None
Front half of foot turns inward	None
Metatarsus varus	None
Forefoot varus	None
Absent/small triceps	None
Absent/underdeveloped triceps	None
Aplasia/Hypoplasia of the triceps	None
Delayed calcaneal ossification	None
Delayed heel bone maturation	None
Absent/small middle 5th toe bone	None
Aplasia/Hypoplasia of the middle phalanx of the 5th toe	None
Absent/underdeveloped middle bone of pinkie toe	None
Absent/underdeveloped middle bone of pinky toe	None
Absent/underdeveloped middle bone of little toe	None
Duplication of the outermost bone of big toe	None
Partial/complete duplication of the distal phalanx of the hallux	None
Duplication of the distal phalanx of the hallux	None
Curved bones of 3rd toe	None
Curved phalanges of the 3rd toe	None
Curved 3rd toe phalanx	None
Irregular thumb epiphysis	None
Irregular end part of thumb long bone	None
Irregular epiphyses of the thumb	None
Triangular shaped middle bone of the middle finger	None
Triangular shaped middle phalanx of the 3rd finger	None
Abnormality of the knee	None
Cone-shaped terminal thumb phalanx epiphysis	None
Cone-shaped epiphysis of the distal phalanx of the thumb	None
Cone-shaped end part of thumb outermost long bone	None
Abnormality of the distal fibular epiphysis	None
Abnormality of the outermost end part of calf bone	None
Complete duplication of the middle phalanx of the 4th finger	None
Complete duplication of the middle bone of the ring finger	None
Accessory lunate	None
Fused innermost bone of pinkie finger with 5th long bone of hand	None
Fused innermost bone of little finger with 5th long bone of hand	None
Fused innermost bone of pinky finger with 5th long bone of hand	None
Symphalangism of the proximal phalanx of the 5th finger with the 5th metacarpal	None
Abnormality of limbs	None
Dysmelia	None
Abnormal limbs	None
Limb anomaly	None
Smaller or shorter than typical limbs	None
Micromelia	None
Ivory epiphyses of the toes	None
Increased bone density of end part of the toes	None
Tibial pseudarthrosis	None
Tibial pseudoarthrosis	None
Muscle weakness, lower limb, distal	None
Distal muscle weakness in lower limbs	None
Distal lower limb muscle weakness	None
Aplasia/Hypoplasia of the distal phalanx of the 4th toe	None
Absent/underdeveloped outermost bone of 4th toe	None
Absent/small outermost bone of 4th toe	None
Outward bow-leggedness	None
Genu varum	None
Genua vara	None
Outward bowing at knees	None
Genu vara	None
Short phalanx of the second toe	None
Short 2nd toe bone	None
Hypoplastic/small phalanges of the 2nd toe	None
Short phalanx of the 2nd toe	None
Duplication of the proximal phalanx of the fifth toe	None
Duplication of the innermost bone of the pinkie toe	None
Duplication of the proximal phalanx of the 5th toe	None
Duplication of the innermost bone of the little toe	None
Partial/complete duplication of the proximal phalanx of the 5th toe	None
Duplication of the innermost bone of the pinky toe	None
Cone-shaped epiphysis of the proximal phalanx of the 3rd finger	None
Cone-shaped end part of the innermost bone of the middle finger	None
Small epiphyses of the hallux	None
Small end part of the big toe bone	None
Curvature of the pinkie toe	None
Curvature of the pinky toe	None
Curvature of the little toe	None
Clinodactyly of the 5th toe	None
Irregular ulnar metaphysis	None
Ulnar metaphyseal irregularity	None
Subluxation of the proximal interphalangeal joint of the little finger	None
Partially dislocated innermost hinge joint of pinkie finger	None
Partially dislocated innermost hinge joint of little finger	None
Partially dislocated innermost hinge joint of pinky finger	None
Fractured distal phalanx of manual digit 4	None
bone distal phalanx of manual digit 4	None
Partial duplication of the proximal phalanges of the hand	None
Partial duplication of the innermost bones of the hand	None
Rounded end part of bone	None
Rounded epiphyses	None
Deviation of the 3rd finger	None
Deviated middle finger	None
Complete duplication of the middle phalanx of the fourth toe	None
Complete duplication of the middle bone of the 4th toe	None
Complete duplication of the middle phalanx of the 4th toe	None
Slender feet	None
Narrow foot	None
Complete duplication of the proximal bone of the index finger	None
Complete duplication of the proximal phalanx of the 2nd finger	None
Increased fibular diameter	None
Thick fibulae	None
Thick fibula	None
Wide fibula	None
Wide calf bone	None
Duplicated first metatarsals	None
Duplicated 1st long bone of foot	None
Duplication of the 1st metatarsal	None
Curved fingers	None
Cortical irregularity of humeral diaphysis	None
Fusion involving bones of the toes	None
Synostosis involving bones of the toes	None
Curved innermost bone of the 4th toe	None
Curved proximal phalanx of the 4th toe	None
Bilateral wrist flexion contracture	None
Bilateral wrist contracture	None
Synostosis involving bones of the lower limbs	None
Fusion involving the bones of the lower limbs	None
Osteolytic defects of the middle phalanges of the hand	None
Erlenmeyer flask femora	None
Erlenmeyer flask deformity of distal femur	None
Erlenmeyer flask deformity of the femurs	None
Erlenmeyer flask shaped thighbone	None
Osteolytic defects of the proximal phalanx of the 4th toe	None
Abnormality of the epiphysis of the proximal phalanx of the 4th finger	None
Abnormality of the end part of the innermost bone of the ring finger	None
Radial deviation of the 3rd finger	None
Inward turned middle finger	None
Small end part of the middle hand bones	None
Small epiphyses of the middle phalanges of the hand	None
Increased bone density in the innermost bone of the thumb	None
Sclerosis of the proximal phalanx of the thumb	None
Small end part of the 3rd toe bone	None
Small epiphyses of the 3rd toe	None
Fixed elbow flexion	None
Multiple carpal ossification centres	None
Multiple carpal ossification centers	None
Fractured lower limb segment	None
bone lower limb segment	None
Bullet-shaped bones of 3rd toe	None
Bullet-shaped phalanges of the 3rd toe	None
Bullet-shaped 3rd toe phalanx	None
Hypoplasia involving bones of the extremities	None
limb shortening	None
Short limb	None
Limb undergrowth	None
Short limbs	None
Long thumb	None
Uneven increase in bone density in the middle bone of the ring finger	None
Patchy sclerosis of the middle phalanx of the 4th finger	None
Humeral-radial synostosis	None
Humeral radial synostosis	None
Synostosis of radius and humerus	None
Fusion of upper and lower arm bones	None
Radiohumeral synostosis of elbow	None
Humeroradial synostosis	None
Sloping ulnar metaphysis	None
Ivory epiphysis of the distal phalanx of the thumb	None
Increased bone density of end part of the outermost bone of the thumb	None
Delayed carpal bone age	None
Delayed maturation of carpal bones	None
Delayed ossification of carpal bones	None
Carpal delayed ossification	None
Delayed maturation of wrist bone	None
Delayed carpal ossification	None
Absent knee jerk reflex	None
Absent patellar reflexes	None
Broad middle bone of the 4th finger	None
Broad middle phalanx of the 4th finger	None
Absent innermost bone of the pinky toe	None
Absent innermost bone of the pinkie toe	None
Absent innermost bone of the little toe	None
Aplasia of the proximal phalanx of the 5th toe	None
Aplasia of the phalanges of the thumb	None
Partial absence of thumb	None
bone epiphysis of first metatarsal bone	None
Fractured epiphysis of first metatarsal bone	None
Patella alta	None
Abnormality of the wrist	None
Abnormalities of the wrists	None
Fused middle finger bone	None
Symphalangism of middle phalanx of finger	None
Abnormal ossification involving the femoral head and neck	None
Abnormal maturation of thigh bone head and neck	None
Absent/small palm crease	None
Absent/underdeveloped palm crease	None
Aplasia/Hypoplasia of the palmar creases	None
Radial deviation of finger	None
Radially deviated fingers	None
Radially deviated phalanges	None
Bracket epiphysis of the distal phalanx of the 2nd finger	None
Bracket shaped end part of the outermost bone of the index finger	None
Persistent foetal fingertip pads	None
Persistent fetal fingertip pads	None
Persistence of fingerpads	None
Prominent finger pads	None
Prominent fingertip pads	None
Abnormality of the end part of the long bone of pinkie finger	None
Abnormality of the epiphysis of the 5th metacarpal	None
Abnormality of the end part of the long bone of pinky finger	None
Abnormality of the end part of the long bone of little finger	None
Partial/complete duplication of the distal phalanx of the 2nd finger	None
Duplication of the distal phalanx of the 2nd finger	None
Partial/complete duplication of the outermost bone of the index finger	None
Broad distal phalanx of the 2nd finger	None
