Abnormality of taste sensation	HP:0000223
Segmental clonic seizure	HP:0002266
Focal clonic seizure	HP:0002266
Localised clonic seizure	HP:0002266
Focal clonic seizures	HP:0002266
Partial clonic seizure	HP:0002266
Exaggerated acoustic startle response	HP:0002267
Increased startle response	HP:0002267
Hyperekplexia	HP:0002267
Exaggerated startle response	HP:0002267
Episodic dystonia	HP:0002268
Paroxysmal dystonia	HP:0002268
Abnormal neuronal migration	HP:0002269
Heterotopias/abnormal migration	HP:0002269
Neuronal migration disorder	HP:0002269
Abnormality of neuronal migration	HP:0002269
Migrational brain disorder	HP:0002269
Abnormality of the autonomic nervous system	HP:0002270
Quadriparesis	HP:0002273
Tetraparesis	HP:0002273
Poor motor coordination	HP:0002275
Oculosympathetic palsy	HP:0002277
Horner's syndrome	HP:0002277
Horner syndrome	HP:0002277
Gray matter heterotopia	HP:0002282
Neuronal heterotopia	HP:0002282
Heterotopia	HP:0002282
Heterotopias	HP:0002282
Grey matter heterotopia	HP:0002282
Gray matter heterotopias	HP:0002282
Grey matter heterotopias	HP:0002282
Generalised cerebral atrophy	HP:0002283
Generalized cerebral atrophy	HP:0002283
Diffuse brain atrophy	HP:0002283
Generalised brain atrophy	HP:0002283
Global brain atrophy	HP:0002283
Generalised brain degeneration	HP:0002283
Generalized brain atrophy	HP:0002283
Generalized brain degeneration	HP:0002283
Muteness	HP:0002300
Mutism	HP:0002300
Inability to speak	HP:0002300
Hemiplegia	HP:0002301
Paralysis on one side of body	HP:0002301
Akinesia	HP:0002304
Athetosis	HP:0002305
Involuntary writhing movements in fingers, hands, toes, and feet	HP:0002305
Involuntary writhing movements	HP:0002305
Athetoid movements	HP:0002305
Dribbling	HP:0002307
Sialorrhea	HP:0002307
Drooling	HP:0002307
Chiari malformation	HP:0002308
Arnold-Chiari malformation	HP:0002308
Orofacial dyskinesia	HP:0002310
Orofacial dyskinesias	HP:0002310
Incoordination of limb movements	HP:0002311
Incoordination	HP:0002311
Difficulties in coordination	HP:0002311
Limb incoordination	HP:0002311
Clumsiness	HP:0002312
Spastic paraparesis	HP:0002313
Degeneration of the lateral corticospinal tracts	HP:0002314
Degeneration of lateral corticospinal tracts	HP:0002314
Headaches	HP:0002315
Headache	HP:0002315
Gait instability	HP:0002317
Unsteady walk	HP:0002317
Unsteady gait	HP:0002317
Cervical myelopathy	HP:0002318
Tremor at rest	HP:0002322
Rest tremor	HP:0002322
Resting tremor	HP:0002322
Parkinsonian tremor	HP:0002322
Foetal anencephaly	HP:0002323
Anencephaly	HP:0002323
Embryonic anencephaly	HP:0002323
Fetal anencephaly	HP:0002323
Hydranencephaly	HP:0002324
Hydrancephaly	HP:0002324
Transient ischaemic attacks	HP:0002326
Transient ischaemic attack	HP:0002326
Transient ischemic attack	HP:0002326
Transient ischemic attacks	HP:0002326
Mini stroke	HP:0002326
TIA	HP:0002326
Drowsiness	HP:0002329
Sleepy	HP:0002329
Paroxysmal drowsiness	HP:0002330
Recurrent paroxysmal headache	HP:0002331
Lack of peer relationships	HP:0002332
Motor deterioration	HP:0002333
Progressive degeneration of movement	HP:0002333
Abnormal cerebellar vermis morphology	HP:0002334
Abnormality of the cerebellar vermis	HP:0002334
Agenesis of cerebellar vermis	HP:0002335
Vermian agenesis	HP:0002335
Cerebellar vermis aplasia	HP:0002335
Abnormal caudate nucleus morphology	HP:0002339
Abnormality of the caudate nucleus	HP:0002339
Caudate atrophy	HP:0002340
Caudate degeneration	HP:0002340
Cervical cord compression myelopathy	HP:0002341
Cervical cord compression	HP:0002341
Moderate mental retardation	HP:0002342
Intellectual disability, moderate	HP:0002342
Moderate mental deficiency	HP:0002342
Mental retardation, moderate	HP:0002342
IQ between 34 and 49	HP:0002342
Normal-pressure hydrocephalus	HP:0002343
Normal pressure hydrocephalus	HP:0002343
Neurologic deterioration	HP:0002344
Progressive neurodegeneration	HP:0002344
Progressive mental deterioration	HP:0002344
Neurologic deterioration, progressive	HP:0002344
Progressive neurologic deterioration	HP:0002344
Worsening neurological symptoms	HP:0002344
Ataxic tremor	HP:0002345
Action tremor	HP:0002345
Head tremor	HP:0002346
Partial seizure without impairment of awareness	HP:0002349
Focal aware seizures	HP:0002349
Focal seizures without impairment of consciousness or awareness	HP:0002349
Focal aware seizure	HP:0002349
Simple partial seizure	HP:0002349
Simple partial seizures	HP:0002349
Partial seizure with retained awareness	HP:0002349
Focal seizure without impairment of consciousness or awareness	HP:0002349
Focal seizure with retained awareness	HP:0002349
Focal seizure without impairment of awareness	HP:0002349
Cerebellar cyst	HP:0002350
Cerebellar cysts	HP:0002350
Leukoencephalopathy	HP:0002352
EEG abnormalities	HP:0002353
EEG abnormality	HP:0002353
Electroencephalogram abnormal	HP:0002353
Electroencephalogram abnormalities	HP:0002353
Abnormal EEG	HP:0002353
Abnormal electroencephalogram	HP:0002353
Poor memory	HP:0002354
Memory problems	HP:0002354
Forgetfulness	HP:0002354
Memory loss	HP:0002354
Memory impairment	HP:0002354
Difficulty walking	HP:0002355
Difficulty in walking	HP:0002355
Walking disability	HP:0002355
Writer's cramp	HP:0002356
Frequent falls	HP:0002359
Sleep dysfunction	HP:0002360
Sleep disturbance	HP:0002360
Difficulty sleeping	HP:0002360
Trouble sleeping	HP:0002360
Sleep disturbances	HP:0002360
Psychomotor degeneration	HP:0002361
Psychomotor deterioration	HP:0002361
Shuffling gait	HP:0002362
Shuffled walk	HP:0002362
Abnormality of brainstem morphology	HP:0002363
Abnormal brainstem morphology	HP:0002363
Abnormal shape of brainstem	HP:0002363
Abnormality of the brainstem	HP:0002363
Hypoplastic brain stem	HP:0002365
Small brainstem	HP:0002365
Hypoplasia of the brainstem	HP:0002365
Hypoplastic brainstem	HP:0002365
Brainstem hypoplasia	HP:0002365
Underdeveloped brainstem	HP:0002365
Lower motor neuron disease	HP:0002366
Lower motor neuron manifestations	HP:0002366
Abnormal lower motor neuron morphology	HP:0002366
Lower motor neuron signs	HP:0002366
Visual hallucinations	HP:0002367
Poor coordination	HP:0002370
Loss of speech	HP:0002371
Normal interictal EEG	HP:0002372
Seizures, generalized, associated with fever	HP:0002373
Seizures, febrile, in early childhood	HP:0002373
Febrile seizures	HP:0002373
Febrile seizure (within the age range of 3 months to 6 years)	HP:0002373
Fever induced seizures	HP:0002373
Febrile convulsion	HP:0002373
Diminished movement	HP:0002374
Hypokinesia	HP:0002375
Decreased spontaneous movement	HP:0002375
Decreased spontaneous movements	HP:0002375
Decreased muscle movement	HP:0002375
Mental deterioration in childhood	HP:0002376
Loss of developmental milestones	HP:0002376
Developmental regression	HP:0002376
Neurodevelopmental regression	HP:0002376
Psychomotor regression beginning in infancy	HP:0002376
Psychomotor regression	HP:0002376
Psychomotor regression in infants	HP:0002376
Psychomotor regression, progressive	HP:0002376
Hand tremor	HP:0002378
Tremor of hand	HP:0002378
tremors in hands	HP:0002378
Tremor of hands	HP:0002378
Muscle twitch	HP:0002380
Muscle fasciculation	HP:0002380
Fasciculation	HP:0002380
Fasciculations	HP:0002380
Losing words	HP:0002381
Aphasia	HP:0002381
Difficulty finding words	HP:0002381
Loss of words	HP:0002381
Infectious encephalitis	HP:0002383
Brain inflammation	HP:0002383
Focal impaired awareness seizure	HP:0002384
Localized dyscognitive seizure	HP:0002384
Localized seizure with impaired awareness	HP:0002384
Localized seizure with loss of awareness	HP:0002384
Partial seizure with loss of awareness	HP:0002384
Focal seizure with impairment of awareness	HP:0002384
Focal seizures with impairment of consciousness or awareness	HP:0002384
Partial seizure with impairment of awareness	HP:0002384
Focal dyscognitive seizure	HP:0002384
Dyscognitive seizures	HP:0002384
Complex partial seizure	HP:0002384
Complex partial seizures	HP:0002384
Localised dyscognitive seizure	HP:0002384
Partial dyscognitive seizure	HP:0002384
Complex focal seizures	HP:0002384
Focal impaired awareness seizures	HP:0002384
Focal seizure with loss of awareness	HP:0002384
Localised seizure with loss of awareness	HP:0002384
Localised seizure with impaired awareness	HP:0002384
Partial paralysis of legs	HP:0002385
Paraparesis	HP:0002385
Widened cavum septum pellucidum	HP:0002389
Large cavum septi pellucidi	HP:0002389
Persistent cavum septum pellucidum	HP:0002389
Cavum septum pellucidum	HP:0002389
Spinal arteriovenous malformation	HP:0002390
EEG: spike and multispike waves, 3-4 hz	HP:0002392
EEG with polyspike wave complexes	HP:0002392
Increased deep tendon reflexes in the lower limbs	HP:0002395
Brisk lower extremity reflexes	HP:0002395
Hyperreflexia in the lower limbs	HP:0002395
Leg hyperreflexia	HP:0002395
Overactive lower leg reflex	HP:0002395
Hyperreflexia in lower limbs	HP:0002395
Lower limb hyperreflexia	HP:0002395
Spinal cord anterior horn cell degeneration	HP:0002398
Degeneration of anterior horn cells	HP:0002398
Loss of spinal cord anterior horn cells	HP:0002398
Degeneration of spinal cord anterior horn cells	HP:0002398
Progressive loss of anterior horn cells	HP:0002398
Anterior horn cell loss	HP:0002398
Degeneration of alpha-motor neurons in anterior horn cells of the spinal cord	HP:0002398
Strokelike episodes	HP:0002401
Stroke-like episodes	HP:0002401
Stroke-like episode	HP:0002401
Positive Romberg sign	HP:0002403
Thickened superior cerebellar peduncle	HP:0002404
Thick cerebellar peduncles	HP:0002404
Limb dysmetria	HP:0002406
Uncoordinated limb movement	HP:0002406
Cerebral arteriovenous malformation	HP:0002408
Cerebral AV malformation	HP:0002408
Narrowing of aqueduct of Sylvius	HP:0002410
Aqueduct stenosis	HP:0002410
Aqueduct of Sylvius stenosis	HP:0002410
Aqueductal stenosis	HP:0002410
Myokymia	HP:0002411
Split spine	HP:0002414
Spina bifida	HP:0002414
Degeneration of white matter of brain	HP:0002415
Leukodystrophy	HP:0002415
Subependymal germinolytic cyst	HP:0002416
Subependymal cysts	HP:0002416
Subependymal pseudocyst	HP:0002416
Abnormality of the midbrain	HP:0002418
Abnormality of the mesencephalon	HP:0002418
Abnormal shape of midbrain	HP:0002418
Abnormality of midbrain morphology	HP:0002418
Abnormal midbrain morphology	HP:0002418
Molar tooth sign	HP:0002419
Molar tooth sign on MRI	HP:0002419
Molar tooth sign on brain imaging	HP:0002419
Molar tooth sign on imaging	HP:0002419
Long-tract signs	HP:0002423
Long tract signs	HP:0002423
Loss of articulate speech	HP:0002425
Anarthria	HP:0002425
Expressive aphasia	HP:0002427
Broca's aphasia	HP:0002427
Non-fluent aphasia	HP:0002427
Loss of expressive speech	HP:0002427
Motor aphasia	HP:0002427
Meningocele	HP:0002435
Occipital meningocele	HP:0002436
Cerebellar malformation	HP:0002438
Frontolimbic dementia	HP:0002439
Difficulty making arithmetical calculations	HP:0002442
Dyscalculia	HP:0002442
Hypothalamic hamartoma	HP:0002444
Quadriplegia	HP:0002445
Paralysis of all four limbs	HP:0002445
Tetraplegia	HP:0002445
Increase in astrocyte number	HP:0002446
Astrocytosis	HP:0002446
Progressive brain disease	HP:0002448
Progressive encephalopathy	HP:0002448
Abnormal shape of motor neuron	HP:0002450
Abnormal motor neuron morphology	HP:0002450
Limb dystonia	HP:0002451
Abnormal globus pallidus morphology	HP:0002453
Eye of the tiger anomaly of globus pallidus	HP:0002454
Abnormal head movements	HP:0002457
Dense calcifications in the cerebellar dentate nucleus	HP:0002461
Language impairment	HP:0002463
Language disorder	HP:0002463
Spastic dysarthria	HP:0002464
Rigid dysarthria	HP:0002464
Difficulty speaking	HP:0002465
Problems speaking	HP:0002465
Poor speech	HP:0002465
Nonprogressive cerebellar ataxia	HP:0002470
Decreased volume of cerebral cortex	HP:0002472
Small cerebral cortex	HP:0002472
Expressive language delay	HP:0002474
Communication delay	HP:0002474
Deficit in expressive language	HP:0002474
Meningomyelocele	HP:0002475
Spina bifida cystica	HP:0002475
Myelomeningocele	HP:0002475
Primitive reflexes	HP:0002476
Archaic reflex	HP:0002476
Primitive reflex	HP:0002476
Progressive spastic quadriplegia	HP:0002478
Progressive spastic quadriparesis	HP:0002478
Hepatic encephalopathy	HP:0002480
Bulbar signs	HP:0002483
Hyperkinesia	HP:0002487
Hyperkinesis	HP:0002487
Muscle spasms	HP:0002487
Hyperkinetic movements	HP:0002487
Hyperlactatorachia	HP:0002490
Increased CSF lactate	HP:0002490
Increased cerebrospinal fluid lactate	HP:0002490
Increased CSF lactic acid	HP:0002490
Spasticity of facial muscles	HP:0002491
Spasticity of the facial muscles	HP:0002491
Increased stiffness of facial muscles	HP:0002491
Increased tone of facial muscles	HP:0002491
Involvement of the corticospinal pathways	HP:0002492
Morphological abnormality of the corticospinal tract	HP:0002492
Abnormality of the corticospinal tract	HP:0002492
Pyramidal tract dysfunction	HP:0002493
Corticospinal tract dysfunction	HP:0002493
Upper motor neuron dysfunction	HP:0002493
Abnormal rapid eye movement sleep	HP:0002494
Abnormal REM sleep	HP:0002494
Decreased vibration sense	HP:0002495
Decreased vibratory sense	HP:0002495
Hypopallesthesia	HP:0002495
Impaired vibratory sense	HP:0002495
Impaired vibratory sensation	HP:0002495
Diminished vibratory sense	HP:0002495
Spastic ataxia	HP:0002497
Cortical white matter abnormalities seen on MRI	HP:0002500
Abnormal cerebral white matter morphology	HP:0002500
Cerebral white matter abnormalities	HP:0002500
White matter alterations	HP:0002500
Leukoaraiosis	HP:0002500
Abnormality of the cerebral white matter	HP:0002500
Abnormality of subcortical white matter	HP:0002500
White matter abnormalities	HP:0002500
Spasticity of pharyngeal muscles	HP:0002501
Degeneration of the spinocerebellar tracts	HP:0002503
Spinocerebellar tract degeneration	HP:0002503
Spinocerebellar degeneration	HP:0002503
Calcification of the small brain vessels	HP:0002504
Loss of ability to walk	HP:0002505
Loss of ambulation	HP:0002505
Cerebral atrophy, diffuse	HP:0002506
Diffuse cerebral atrophy	HP:0002506
Semilobar holoprosencephaly	HP:0002507
Brainstem dysplasia	HP:0002508
Malformation of brainstem structures	HP:0002508
Brainstem hypoplasia/dysplasia	HP:0002508
Spastic quadriplegia	HP:0002510
Spastic tetraplegia	HP:0002510
Late-onset form of familial Alzheimer disease	HP:0002511
Alzheimer disease	HP:0002511
Brain stem compression	HP:0002512
Brain calcification	HP:0002514
Cerebral calcification	HP:0002514
Intracranial calcification	HP:0002514
Intracranial calcifications	HP:0002514
Intracerebral calcifications	HP:0002514
Abnormal deposits of calcium in the brain	HP:0002514
Waddling walk	HP:0002515
Waddling gait	HP:0002515
Increased intracranial pressure	HP:0002516
Intracranial hypertension	HP:0002516
Pseudotumor cerebri	HP:0002516
Rise in pressure inside skull	HP:0002516
Intracranial pressure elevation	HP:0002516
Periventricular white matter abnormalities	HP:0002518
Abnormality of the periventricular white matter	HP:0002518
Abnormal periventricular white matter morphology	HP:0002518
Hypnagogic hallucinations	HP:0002519
Hypsarrhythmia	HP:0002521
Hypsarrhythmia by EEG	HP:0002521
Areflexia in lower limbs	HP:0002522
Areflexia, lower limbs	HP:0002522
Areflexia of lower limbs	HP:0002522
Absent lower limb tendon reflexes	HP:0002522
Areflexia of the lower limbs	HP:0002522
Cataplexy	HP:0002524
Deficit in nonword repetition	HP:0002526
Falls	HP:0002527
Granulovacuolar degeneration	HP:0002528
Loss of brain cells	HP:0002529
Neuronal loss in central nervous system	HP:0002529
Neuronal loss	HP:0002529
Neuronal loss in CNS	HP:0002529
Axial dystonia	HP:0002530
Truncal dystonia	HP:0002530
Abnormal posturing	HP:0002533
Abnormal cortical gyration	HP:0002536
Abnormal gyration	HP:0002536
Cerebral gyral anomalies	HP:0002536
Gyral disorganization	HP:0002536
Abnormality of the cerebral cortex	HP:0002538
Abnormal cerebral cortex morphology	HP:0002538
Neocortical dysplasia	HP:0002539
Cortical dysplasia	HP:0002539
Non-ambulatory	HP:0002540
Inability to walk	HP:0002540
Olivopontocerebellar atrophy	HP:0002542
Olivopontocerebellar degeneration	HP:0002542
Retrocollis	HP:0002544
Patchy demyelination of subcortical white matter	HP:0002545
Incomprehensible speech	HP:0002546
Favorable response to levodopa	HP:0002548
Parkinsonism with favourable response to dopaminergic medication	HP:0002548
Parkinsonism with favorable response to dopaminergic medication	HP:0002548
Favourable response to levodopa	HP:0002548
Impaired non-word repetition	HP:0002549
Deficit in non-word repetition	HP:0002549
Deficit in phonologic short-term memory	HP:0002549
Increased appetite	HP:0002591
Polyphagia	HP:0002591
Hyperphagia	HP:0002591
Voracious appetite	HP:0002591
Head titubation	HP:0002599
Hyporeflexia in lower limbs	HP:0002600
Hyporeflexia/areflexia in lower limbs	HP:0002600
Hyporeflexia of lower limbs	HP:0002600
Hyporeflexia of the lower limbs	HP:0002600
Hyporeflexia, lower limbs	HP:0002600
Painless fractures due to injury	HP:0002661
Chromaffin tumors	HP:0002666
Chromaffin tumours	HP:0002666
