Abnormality of body height	HP:0000002
Dilatation of intrahepatic biliary ducts	None
Intrahepatic bile duct dilatation	None
Hepatoblastoma	None
Pancreatic inflammation	None
Pancreatitis	None
Clostridium botulinum toxin in stool	None
Positive fecal Clostridium botulinum test	None
Eosinophilic gastrointestinal disorders	None
Gastrointestinal eosinophilia	None
Eosinophilic gastrointestinal disease	None
GI eosinophilia	None
Eosinophilic gastroenteritis	None
Eosinophilic enteritis	None
Coeliac sprue	None
Celiac disease	None
Coeliac disease	None
Celiac sprue	None
Abnormal stool urobilinogen concentration	None
Anal margin squamous cell carcinoma	None
Gastrointestinal telangiectasia	None
GI telangiectasia	None
Small, enlarged blood vessels near skin	None
Biliary dyskinesia	None
Anomalous splenoportal venous system	None
Colonic inertia	None
Portosystemic collateral veins	None
Collateral biliary veins	None
Collateral biliary circulation	None
Esophageal spasms	None
Intestinal pseudo-obstruction	None
Intestinal pseudoobstruction	None
Abdominal colic	None
Anal margin Paget's disease	None
Intrahepatic duct deficiency	None
Reduced number of intrahepatic bile ducts	None
Hepatic ductopenia	None
Rectal perforation	None
GI atresia	None
Gastrointestinal atresia	None
Gastrointestinal atony	None
Ileus	None
Jejunoileal ulceration	None
Enlarged vein in esophagus	None
Enlarged vein in oesophagus	None
Esophageal varices	None
Esophageal varix	None
Multifocal splenic abscess	None
Multilocular splenic abscess	None
Gall bladder perforation	None
Gallbladder perforation	None
Hepatopulmonary fusion	None
Hepatic pulmonary fusion	None
Degenerative enteric neuropathy	None
Enteric neuronal degeneration	None
Prolonged neonatal jaundice	None
Prolonged yellowing of skin in newborn	None
Jaundice, neonatal	None
Neonatal jaundice	None
Splenic cyst	None
Cyst on spleen	None
Increased fecal calprotectin level	None
Increased fecal heptacarboxylporphyrin	None
Heptacarboxylporphyrin high in stool	None
Inflammation of the large intestine	None
Inflammatory bowel disease	None
Variable degree of villous atrophy	None
Atrophy of small intestinal villi	None
Small intestine biopsy shows villous atrophy	None
Biopsy shows villous atrophy	None
Duodenal villous atrophy	None
Villous atrophy	None
Villous degeneration	None
Adenocarcinoma of the intestines	None
Rectal abscess	None
Perirectal abscess	None
Pancreatic cyst	None
Pancreatic cysts	None
Multiple pancreatic cysts	None
Increased hepatocellular lipid droplets	None
Hemorrhoids	None
Piles	None
Haemorrhoids	None
Rectocele	None
Lymphoid cholangitis	None
Absent/small pancreas	None
Absent/underdeveloped pancreas	None
Aplasia/Hypoplasia of the pancreas	None
Large intestinal atresia	None
Atresia of the large intestine	None
Colonic atresia	None
Abnormality of digestive system physiology	None
Paralytic ileus	None
Gastrointestinal tract defects	None
Abnormality of the abdominal organs	None
Atresia of the rectum	None
Rectal atresia	None
Microgastria	None
GI dysmotility	None
Gastrointestinal dysmotility	None
Intestinal malabsorption	None
Malabsorption	None
Bile duct cancer	None
Cholangiocarcinoma	None
Intrahepatic biliary dysgenesis	None
Gastrointestinal angiodysplasia	None
GI angiodysplasia	None
Jejunal atresia	None
Prune belly	None
Perianal abscess	None
Jejunal arteriovenous malformation	None
Brown pigment gallstones	None
Colonic varices	None
Increased fecal protoporphyrin concentration	None
Esophageal carcinoma	None
Anal fissure	None
Anal erosion	None
Projectile vomiting	None
Abnormal umbilicus	None
Abnormal umbilicus morphology	None
Abnormal navel	None
Abnormal belly button	None
Anorexia	None
Hepatic periportal necrosis	None
Ileal atresia	None
Bile duct inflammation	None
Cholangitis	None
Recurrent rectal bleeding	None
Hematochezia	None
Rectal bleeding	None
Anal canal adenocarcinoma	None
Absent/underdeveloped gallbladder	None
Absent/small gallbladder	None
Aplasia/Hypoplasia of the gallbladder	None
Abdominal muscular hypoplasia	None
Hypoplasia of the abdominal wall musculature	None
Black feces	None
Melena	None
Black faeces	None
Congenital pouch colon	None
Malrotation of small bowel	None
Malrotation of the small intestine	None
Stomach cancer	None
Gastric cancer	None
Protein-losing enteropathy	None
Abnormality of the mesentery	None
Abnormality of mesentery morphology	None
Failed liver development	None
Hepatic agenesis	None
Liver agenesis	None
Abnormal bowel sounds	None
Rectal fistula	None
Extrahepatic portal hypertension	None
Hypoplastic pancreas	None
Pancreatic hypoplasia	None
Underdeveloped pancreas	None
Pancreatic hyperplasia	None
Protracted diarrhea	None
Protracted diarrhoea	None
Small intestinal polyp	None
Duodenal stenosis	None
Duodenal stenosis/atresia	None
Decreased hepatic echogenicity	None
Hypoechogenic liver	None
Esophageal exudate	None
Incisional hernia	None
Recurrent abdominal hernia	None
Duodenal atrophy	None
Septate gallbladder	None
Zollinger-Ellison syndrome	None
Pancreatic fibrosis	None
Gallstones	None
Cholelithiasis	None
Hepatic bridging fibrosis	None
Aganglionic megacolon	None
Congenital megacolon	None
Hirschsprung megacolon	None
Enlarged colon lacking nerve cells	None
Megacolon	None
Hirschsprung disease	None
Storage in hepatocytes	None
Biliary cirrhosis	None
Primary biliary cirrhosis	None
Jejunal adenocarcinoma	None
Nasogastric tube feeding in infancy	None
Hypoplasia of the gallbladder	None
Hypoplastic gallbladder	None
Liver tumour	None
Liver cancer	None
Neoplasm of the liver	None
Liver tumor	None
Enteric intraneuronal nuclear inclusion bodies	None
Rectovaginal fistula	None
Abnormal connection between rectum and vagina	None
Distal ileal atresia	None
Spleen infarct	None
Spleen infarction	None
Splenic infarction	None
Splenic infarct	None
Meckel diverticulum	None
Acholia	None
Acholic stools	None
Clay coloured stools	None
Discolored, acholic stools	None
Clay colored stools	None
Duodenal atresia	None
Absence or narrowing of first part of small bowel	None
Gastroschisis	None
Anal intraepithelial neoplasia	None
Esophageal obstruction	None
Abnormality of the large intestine	None
Abnormal large intestine morphology	None
Fat malabsorption	None
Reduced fecal osmolality	None
Reduced faecal osmolality	None
Enterocutaneous fistula	None
Anal canal neoplasm	None
Anal canal tumor	None
Anal canal tumour	None
Biliary hamartoma	None
Multiple biliary hamartomas	None
Multiple bile duct hamartomas	None
Von Meyenburg complexes	None
Dependency on intravenous nutrition	None
Dependency on IV nutrition	None
Pancreatic dysplasia	None
Hyperechogenic pancreas	None
Abnormality of endocrine pancreas physiology	None
Short-segment aganglionic megacolon	None
Small intestine carcinoid	None
Abnormal gastric mucosa morphology	None
Abnormality of the mucous membrane layer of stomach	None
Abnormality of the gastric mucosa	None
Nesidioblastosis	None
Thoracoabdominal wall defect	None
Thoracoabdominal schisis	None
Abdominal rigidity	None
Rigid abdomen	None
Aplasia of the gallbladder	None
Absent gallbladder	None
Agenesis of the gallbladder	None
Increased fecal bile acid	None
Abnormality of the pancreas	None
Pancreatic disease	None
Secretory diarrhea	None
Secretory diarrhoea	None
Abnormality of the small intestine	None
Abnormal gallbladder physiology	None
Intestinal hypoplasia	None
Underdeveloped instestine	None
Hypoplastic intestines	None
Degenerative liver disease	None
Splenic abscess	None
Hepatic cysts	None
Liver cysts	None
Bloody bowel movement	None
Blood in stool	None
Bloody stool	None
Bloody diarrhea	None
Bloody diarrhoea	None
Loss of bowel control	None
Bowel incontinence	None
Faecal incontinence	None
Fecal incontinence	None
Anal incontinence	None
Beta-cell dysfunction	None
Congenital shortened small intestine	None
Short bowel	None
Cirrhosis	None
Liver cirrhosis	None
Scar tissue replaces healthy tissue in the liver	None
Hepatic cirrhosis	None
Nausea and vomiting	None
Lymphocytic infiltration of the colorectal mucosa	None
Anomaly of the oesophagus	None
Abnormality of esophagus structure	None
Abnormal oesophagus morphology	None
Anomaly of the esophagus	None
Abnormal esophagus morphology	None
Abnormality of oesophagus structure	None
Spontaneous esophageal rupture	None
Spontaneous esophageal perforation	None
Boerhaave syndrome	None
Liver dysfunction	None
Decreased liver function	None
Hepatopathy	None
Liver dysfunction, mild	None
Subacute progressive viral hepatitis	None
Choledochal cyst	None
Cyst of the ductus choledochus	None
Intractable diarrhea	None
Intractable diarrhoea	None
Delayed gastric emptying	None
Gastroparesis	None
Acute liver failure	None
Acute hepatic failure	None
Jejunoileal diverticula	None
Bloody mucoid diarrhoea	None
Bloody mucoid diarrhea	None
Total colonic aganglionosis	None
Umbilicus hypoplastic	None
Hypoplastic umbilicus	None
Liver vascular malformations	None
Hepatic vascular malformations	None
Stomach diverticulum	None
Gastric diverticulum	None
Increased fecal isocoproporphyrin	None
Isocoproporphyrin high in stool	None
Duodenal cancer	None
Duodenal adenocarcinoma	None
Degenerative enteric myopathy	None
Atrophic muscularis propria	None
Autonomic visceral myopathy	None
Increased stool urobilinogen concentration	None
Colitis	None
Ganglioneuromatosis	None
Morphological abnormality of the gastrointestinal tract	None
Abnormal shape of the digestive system	None
Morphological abnormality of the GI tract	None
Morphological anomaly of the digestive system	None
Stomach inflammation	None
Gastritis	None
Hiatal hernia	None
Hiatus hernia	None
Stomach hernia	None
Postprandial fullness	None
Perianal dermatitis	None
Perianal rash	None
Pancreatic lymphangiectasis	None
Oral pharyngeal dysphagia	None
Oral-pharyngeal dysphagia	None
Oropharyngeal dysphagia	None
Rectovestibular fistula	None
Vestibular fistula	None
Gastric varix	None
Gastric varices	None
Abnormal GI transit time	None
Abnormal gastrointestinal transit time	None
Duodenal aganglionosis	None
Feeding problems	None
Feeding difficulties	None
Poor feeding	None
Ineffective esophageal peristalsis	None
Ineffective esophageal motility	None
Bile duct polyp	None
Small intestinal polyposis	None
Coarsened hepatic echotexture	None
Anorectal stricture	None
Stricture of the anorectum	None
Aplastic colon	None
Aplasia of the colon	None
Absence of the colon	None
Anal canal squamous carcinoma	None
Absent/small colon	None
Aplasia/Hypoplasia of the colon	None
Absent/underdeveloped colon	None
Giant hypertrophic gastritis	None
Menetrier disease	None
Anoperineal fistula	None
Perianal fistula	None
Fecal urgency	None
Faecal urgency	None
Bowel urgency	None
Eosinophilic ascites	None
Small intestinal dysmotility	None
Congenital pyloric atresia	None
Two vessel cord	None
Single umbilical artery	None
Two vessel umbilical cord	None
Two-vessel cord	None
2 vessel umbilical cord	None
Only one artery in umbilical cord instead of two	None
2 vessel cord	None
5-minute APGAR score of 6	None
Delivery by Odon device	None
1-minute APGAR score of 6	None
Fetal lower urinary tract obstruction	None
Maternal anticardiolipin antibody positive	None
Maternal teratogenic exposure	None
Oligohydramnios	None
Decreased amniotic fluid index	None
Low levels of amniotic fluid	None
Maternal oligohydramnios	None
Premature rupture of membranes	None
Formation of multiple pronuclei during fertilization	None
Decreased middle cerebral artery pulsatility index	None
Placental mesenchymal dysplasia	None
Primary Caesarian section	None
Early severe fetal akinesia sequence	None
Early severe foetal akinesia sequence	None
Foetal akinesia	None
Fetal akinesia sequence	None
Fetal akinesia	None
Foetal akinesia sequence	None
5-minute APGAR score of 0	None
10-minute APGAR score of 4	None
Low maternal serum alpha-fetoprotein	None
Low maternal circulating alpha-fetoprotein concentration	None
Grade II fetal intracranial hemorrhage	None
Fetal intraventricular hemorrhage without ventriculomegaly	None
Increased nuchal translucency	None
Vasa previa	None
Feet or buttocks of foetus positioned near opening of uterus	None
Feet or buttocks of fetus positioned near opening of uterus	None
Breech presentation at birth	None
Breech presentation	None
Elevated umbilical artery pulsatility	None
Increased umbilical artery pulsatility index	None
Elevated umbilical artery Dopplers	None
Fetal anomaly	None
Exposure during pregnancy	None
Pregnancy exposure	None
Agenesis of the ductus venosus	None
Ductus venosus agenesis	None
Maternal vascular malperfusion	None
Abnormality of ductus venosus blood flow	None
Maternal autoimmune disease	None
Delayed separation of umbilical cord	None
Delayed umbilical cord separation	None
Twin-to-twin transfusion	None
Twin to twin transfusion syndrome	None
Fetal vascular malperfusion	None
Abnormal placental adhesion into the uterine wall	None
Premature birth following premature rupture of foetal membranes	None
Premature birth following premature rupture of fetal membranes	None
Maternal seizure	None
Maternal seizures	None
Abnormal intrauterine movements	None
Prenatal movement abnormality	None
Fetal polyuria	None
Foetal polyuria	None
Fetal anemia	None
Abnormal fetal cardiovascular physiology	None
Umbilical vein varix	None
Amniotic constriction rings of arms	None
Vacuum-assisted vaginal delivery	None
Vacuum extraction	None
Ventouse delivery	None
High levels of amniotic fluid	None
Hydramnios	None
Polyhydramnios	None
Increased amniotic fluid index	None
Short umbilical cord	None
Fetal nuchal edema	None
Non-immune fetal hydrops	None
Hydrops fetalis, non-immune	None
Hydrops fetalis, nonimmune	None
Nonimmune hydrops	None
Non-immune foetal hydrops	None
Nonimmune hydrops fetalis	None
Fetal pleural effusion	None
Abnormal fetal skeletal morphology	None
Fetal chylothorax	None
Congenital pulmonary airway malformation	None
Congenital cystic disease of the lung	None
Congenital cystic adenomatoid malformation of the lung	None
Cystic adenomatoid lung disease	None
CCAM	None
Gastric pseudomass	None
Fetal pericardial effusion	None
Pre-eclampsia	None
Preeclampsia	None
Hyperoxemia in cord blood	None
High cord blood oxygen level	None
Fetal extra-axial hemorrhage	None
Fetal ductus arteriosus narrowing-closure	None
Fetal arterial duct narrowing-closure	None
Premature closure of the ductus arteriosus	None
Fetal PDA narrowing-closure	None
Idiopathic constriction of the fetal ductus arteriosus	None
Fetal PAD narrowing-closure	None
PCDA	None
Extra-abdominal umbilical vein varix	None
Abnormality of the umbilical cord	None
