Lower lip pit	HP:0000196
Recurrent episodes of infectious dermatitis	HP:0005406
Candida overgrowth syndrome	HP:0005411
Chronic intestinal candidiasis	HP:0005411
Patchy hyperpigmentation	HP:0005585
Spotty increased pigmentation	HP:0005585
Spotty hyperpigmentation	HP:0005585
Hyperpigmentation in sun-exposed areas	HP:0005586
Increased pigmentation in sun-exposed areas	HP:0005586
Hyperpigmentation of exposed areas	HP:0005586
Profuse pigmented skin lesions	HP:0005587
Patchy palmoplantar hyperkeratosis	HP:0005588
Patchy palmoplantar keratoderma	HP:0005588
Palmoplantar keratoderma, patchy	HP:0005588
Patchy depigmentation	HP:0005590
Patchy hypopigmentation	HP:0005590
Spotty decreased pigmentation	HP:0005590
Spotty hypopigmentation	HP:0005590
Macromelanosomes	HP:0005592
Giant melanosomes in melanocytes	HP:0005592
Macular hypopigmented whorls, streaks, and patches	HP:0005593
Generalized hyperkeratosis	HP:0005595
Generalised hyperkeratosis	HP:0005595
Hyperkeratosis, generalised	HP:0005595
Hyperkeratosis, generalized	HP:0005595
Congenital alopecia totalis	HP:0005597
Butterfly facial telangiectasia	HP:0005598
Facial telangiectasia in butterfly midface distribution	HP:0005598
Hypopigmentation of hair	HP:0005599
Loss of hair color	HP:0005599
Hair hypopigmentation	HP:0005599
Loss of hair colour	HP:0005599
Giant pigmented mole	HP:0005600
Giant pigmented hairy nevus	HP:0005600
Congenital giant melanocytic nevus	HP:0005600
Giant pigmented nevus	HP:0005600
Progressive vitiligo	HP:0005602
Numerous congenital melanocytic nevi	HP:0005603
Large cafe-au-lait macules with irregular margins	HP:0005605
Hyperpigmented nevi and streak	HP:0005606
Dermatoglyphic ridges abnormal	HP:0005689
Increased dermatoglyphic whorls	HP:0005875
Dermatoglyphic variants	HP:0005882
Redundant skin over the neck	HP:0005989
Redundant neck skin	HP:0005989
Redundant nuchal skin	HP:0005989
Excessive nuchal skin	HP:0005989
Excess skin over the neck	HP:0005989
Redundant skin folds of neck	HP:0005989
Excess neck skin	HP:0005989
Loss of fat around neck	HP:0005995
Loss of adipose tissue around the neck	HP:0005995
Decreased adipose tissue around neck	HP:0005995
Palmar hyperhidrosis	HP:0006089
Excessive sweating of hands	HP:0006089
Fingerpad telangiectases	HP:0006107
Small dilated blood vessels in fingerpads	HP:0006107
Finger pad telangiectases	HP:0006107
Multiple palm lines	HP:0006114
Multiple palmar creases	HP:0006114
Acral ulceration	HP:0006121
Prominent life line	HP:0006157
Prominent palmar flexion creases	HP:0006157
Shallow palm line	HP:0006184
Hypoplastic palmar creases	HP:0006184
Decreased palmar creases	HP:0006184
Poorly formed palmar creases	HP:0006184
Shallow palmar creases	HP:0006184
Prominent interdigital folds	HP:0006189
Deep palm line	HP:0006191
Deep palmar crease	HP:0006191
Deep palmar creases	HP:0006191
Prolonged neonatal jaundice	HP:0006579
Jaundice, neonatal	HP:0006579
Prolonged yellowing of skin in newborn	HP:0006579
Neonatal jaundice	HP:0006579
Squamous cell carcinoma of the skin	HP:0006739
Squamous skin carcinoma	HP:0006739
Paraspinal neurofibromas	HP:0006751
Cutaneous leiomyosarcoma	HP:0006755
Myxoid subcutaneous tumours	HP:0006769
Myxoid subcutaneous tumors	HP:0006769
Cutaneous angiolipomas	HP:0006773
Symmetric spinal nerve root neurofibromas	HP:0006851
Spinal nerve root neurofibromas, symmetric, multiple	HP:0006851
Facial telangiectatic vessels	HP:0007380
Telangiectasia, facial	HP:0007380
Facial telangiectasia	HP:0007380
Congenital exfoliative erythroderma	HP:0007381
Congenital localised skin absence	HP:0007383
Congenital localized absence of skin	HP:0007383
Congenital localised absence of skin	HP:0007383
Congenital localized skin absence	HP:0007383
Aberrant melanosome maturation	HP:0007384
Scalp aplasia cutis congenita	HP:0007385
Aplasia cutis congenita of scalp	HP:0007385
Defect of scalp	HP:0007385
Scalp defect	HP:0007385
Solitary scalp defect	HP:0007385
Focal absence of scalp tissue	HP:0007385
Hypoplastic sweat glands	HP:0007387
Underdeveloped sweat glands	HP:0007387
Hyperkeratosis with erythema	HP:0007390
Excessive wrinkled skin	HP:0007392
Prominent superficial blood vessels	HP:0007394
Prominent superficial vasculature	HP:0007394
Postnatal-onset ichthyosis	HP:0007395
Postnatal-onset ichthyosiform erythroderma	HP:0007395
Early cutaneous photosensitivity	HP:0007396
Sun sensitivity occurring early in life	HP:0007396
Axillary apocrine gland hypoplasia	HP:0007397
Asymmetric, linear skin defects	HP:0007398
Irregular hyperpigmentation	HP:0007400
Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines	HP:0007402
Thick skin of soles	HP:0007403
Hypertrophy of skin of soles	HP:0007403
Nonepidermolytic palmoplantar keratoderma	HP:0007404
Nonepidermolytic palmoplantar hyperkeratosis	HP:0007404
Pigmentation of eyelids	HP:0007406
Dark eyelids	HP:0007406
Hyperpigmentation of eyelids	HP:0007406
Brown eyelids	HP:0007406
Excessive skin wrinkling on back of hands and fingers	HP:0007407
Excessive skin wrinkling on dorsum of hands and fingers	HP:0007407
Excessive sweating of palms and soles	HP:0007410
Palmoplantar hyperhidrosis	HP:0007410
Hyperhidrosis of palms and soles	HP:0007410
Hypoplastic-absent sebaceous glands	HP:0007411
Macular hyperpigmented dermopathy	HP:0007412
Nevus flammeus of the forehead	HP:0007413
Port-wine stain on forehead	HP:0007413
Wrinkled skin of hands and feet in newborn	HP:0007414
Neonatal wrinkled skin of hands and feet	HP:0007414
Discoid lupus erythematosus	HP:0007417
Discoid lupus rash	HP:0007417
Alopecia totalis	HP:0007418
Total alopecia	HP:0007418
Spontaneous hematomas	HP:0007420
Telangiectasia on the cheeks	HP:0007421
Telangiectases of the cheeks	HP:0007421
Hyperelastic face skin	HP:0007425
Stretchable face skin	HP:0007425
Hyperextensible skin of face	HP:0007425
Reticular pigmentation pattern	HP:0007427
Reticulated skin pigmentation	HP:0007427
Reticulate skin pigmentation	HP:0007427
Spider veins of the oral mucosa	HP:0007428
Angioectasia of the oral mucosa	HP:0007428
Telangiectasia of the oral mucous membrane	HP:0007428
Telangiectasia of the oral mucosa	HP:0007428
Angioectasia of the oral mucous membrane	HP:0007428
Few cafe-au-lait spots	HP:0007429
Congenital ichthyosiform erythroderma	HP:0007431
Congenital ichthyosis	HP:0007431
Ichthyosis, congenital	HP:0007431
Intermittent generalized erythematous papular rash	HP:0007432
Intermittent generalised erythematous papular rash	HP:0007432
Hair-nail ectodermal dysplasia	HP:0007436
Multiple cutaneous leiomyomas	HP:0007437
Mottled pigmentation of the trunk and proximal extremities	HP:0007438
Generalized keratosis follicularis	HP:0007439
Generalised keratosis follicularis	HP:0007439
Generalized hyperpigmentation	HP:0007440
Generalised hyperpigmentation	HP:0007440
Hyperpigmented/hypopigmented macules	HP:0007441
Partial albinism	HP:0007443
Partial absent skin pigmentation	HP:0007443
Congenital partial albinism on face, trunk, or limbs	HP:0007443
Congenital partial leucoderma	HP:0007443
Palmoplantar blistering	HP:0007446
Hyperkeratosis, diffuse palmoplantar	HP:0007447
Diffuse palmoplantar hyperkeratosis	HP:0007447
Diffuse palmoplantar keratoderma	HP:0007447
Hyperkeratosis over edematous areas	HP:0007448
Confetti-like hypopigmented macules	HP:0007449
Increased groin pigmentation with raindrop depigmentation	HP:0007450
Ipsilateral lack of facial sweating	HP:0007451
Flexural lichenification	HP:0007453
Adermatoglyphia	HP:0007455
Progressive reticulate hyperpigmentation	HP:0007456
Prominent veins on trunk	HP:0007457
Focal hyperextensible skin	HP:0007458
Generalised inability to sweat	HP:0007459
Generalized anhydrosis	HP:0007459
Generalised anhidrosis	HP:0007459
Generalized inability to sweat	HP:0007459
Generalised anhydrosis	HP:0007459
Generalized anhidrosis	HP:0007459
Sparse facial hair	HP:0007464
Honeycomb palmoplantar hyperkeratosis	HP:0007465
Perifollicular hyperkeratosis	HP:0007468
Cutis gyrata of palms and soles	HP:0007469
Palmoplantar cutis gyrata	HP:0007469
Periarticular subcutaneous nodules	HP:0007470
Axillary and groin hyperpigmentation and hypopigmentation	HP:0007471
Crusting erythematous dermatitis	HP:0007473
Congenital bullous ichthyosiform erythroderma	HP:0007475
Epidermolytic hyperkeratosis	HP:0007475
Bullous congenital ichthyosiform erythroderma	HP:0007475
Anhidrotic ectodermal dysplasia	HP:0007476
Abnormal dermatoglyphics	HP:0007477
Dermatoglyphic abnormalities	HP:0007477
Abnormal fingerprints	HP:0007477
Nonbullous congenital ichthyosiform erythroderma	HP:0007479
Congenital non-bullous ichthyosis	HP:0007479
Congenital lamellar ichthyosis	HP:0007479
Nonbullous congenital ichthyosis	HP:0007479
Collodion baby	HP:0007479
Ichthyosis, congenital, nonblistering	HP:0007479
Ichthyosis lammellaris	HP:0007479
Congenital nonbullous ichthyosiform erythroderma	HP:0007479
Decreased sweating due to autonomic dysfunction	HP:0007480
Hyperpigmented nevi	HP:0007481
Generalised papillary lesions	HP:0007482
Generalized papillary lesions	HP:0007482
Depigmentation/hyperpigmentation of skin	HP:0007483
Diffuse skin atrophy	HP:0007488
Diffuse telangiectasia	HP:0007489
Diffuse telangiectases	HP:0007489
Telangiectases, random body distribution	HP:0007489
Linear arrays of macular hyperkeratoses in flexural areas	HP:0007490
Discrete 2 to 5-mm hyper- and hypopigmented macules	HP:0007494
Prematurely aged appearance	HP:0007495
Precociously senile appearance	HP:0007495
Hyperkeratosis, palmoplantar, focal friction-related	HP:0007497
Focal friction-related palmoplantar hyperkeratosis	HP:0007497
Decreased sweat pores	HP:0007500
Decreased sweat glands	HP:0007500
Decreased number of sweat glands	HP:0007500
Streaks of hyperkeratosis along each finger onto the palm	HP:0007501
Follicular hyperkeratosis	HP:0007502
Hyperkeratosis follicularis	HP:0007502
Generalized ichthyosis	HP:0007503
Generalised ichthyosis	HP:0007503
Diffuse slow skin atrophy	HP:0007504
Progressive hyperpigmentation	HP:0007505
Missing skin on limbs since birth	HP:0007506
Congenital absence of skin of limbs	HP:0007506
Punctate palmar hyperkeratosis	HP:0007508
Patchy hypo- and hyperpigmentation	HP:0007509
Patchy hypo- and hyper-pigmentation	HP:0007509
Focal dermal aplasia/hypoplasia	HP:0007510
Mottled pigmentation of photoexposed areas	HP:0007511
Pale pigmentation	HP:0007513
Generalised hypopigmentation	HP:0007513
Generalized hypopigmentation	HP:0007513
Fair skin	HP:0007513
Hypoplastic pilosebaceous units	HP:0007515
Extra skin on fingers	HP:0007516
Redundant skin on fingers	HP:0007516
Increased wrinkles of palms and soles	HP:0007517
Wrinkled skin of hands and feet	HP:0007517
Palmoplantar cutis laxa	HP:0007517
Furrowed palms and soles	HP:0007517
Wrinkled palms and soles	HP:0007517
Excessive wrinkled skin of palms and soles	HP:0007517
Irregular hyperpigmentation of back	HP:0007521
Increased number of skin folds	HP:0007522
Atypical neurofibromatosis	HP:0007524
Yellow subcutaneous tissue covered by thin, scaly skin	HP:0007525
Hypopigmented upper extremeity skin patches	HP:0007526
Patchy loss of skin colour on arms	HP:0007526
Hypopigmented skin patches on arms	HP:0007526
Patchy loss of skin color on arms	HP:0007526
Hidrotic ectodermal dysplasia	HP:0007529
Punctate palmoplantar hyperkeratosis	HP:0007530
Congenital posterior occipital alopecia	HP:0007534
Hypopigmented streaks	HP:0007535
Aplasia cutis congenita of midline scalp vertex	HP:0007536
Severe photosensitivity	HP:0007537
Severe sun sensitivity	HP:0007537
Frontal cutaneous lipoma	HP:0007541
Absent pigmentation of the ventral chest	HP:0007542
Epidermal hyperkeratosis	HP:0007543
Increased thickness of skin epidermis	HP:0007543
Piebaldism	HP:0007544
Congenital palmoplantar keratoderma	HP:0007545
Congenital palmoplantar hyperkeratosis	HP:0007545
Congenital palmoplantar keratosis	HP:0007545
Congenital palmoplantar keratodermia	HP:0007545
Linear hyperpigmentation	HP:0007546
Desquamation of skin soon after birth	HP:0007549
Hypohidrosis or hyperhidrosis	HP:0007550
Lack of sweating or excessive sweating	HP:0007550
Abnormal fat tissue distribution below the skin	HP:0007552
Abnormal subcutaneous fat tissue distribution	HP:0007552
Congenital symmetrical palmoplantar keratosis	HP:0007553
Confetti hypopigmentation pattern of lower leg skin	HP:0007554
Plantar hyperkeratosis	HP:0007556
Plantar hyperkeratoses	HP:0007556
Localised epidermolytic hyperkeratosis	HP:0007559
Localized epidermolytic hyperkeratosis	HP:0007559
Unusual dermatoglyphics	HP:0007560
Multiple cafe-au-lait spots	HP:0007565
Multiple flat light-brown marks on skin	HP:0007565
Multiple birthmarks	HP:0007565
Index finger dermatoglyphic radial loop	HP:0007566
Generalized seborrheic dermatitis	HP:0007569
Generalised seborrheic dermatitis	HP:0007569
Generalised seborrheic eczema	HP:0007569
Generalized seborrheic eczema	HP:0007569
Flegel disease	HP:0007570
Hyperkeratosis lenticularis perstans	HP:0007570
Hyperpigmented streaks	HP:0007572
Late onset atopic dermatitis	HP:0007573
Late onset baby eczema	HP:0007573
Bronze skin	HP:0007574
Generalised bronze hyperpigmentation	HP:0007574
Generalized bronze hyperpigmentation	HP:0007574
Palmar neurofibromas	HP:0007576
Mediosternal, longitudinal streak of hypopigmentation	HP:0007581
Telangiectasia macularis eruptiva perstans	HP:0007583
Skin fragility with non-scarring blistering	HP:0007585
Telangiectases producing 'marbled' skin	HP:0007586
Numerous pigmented freckles	HP:0007587
Reticulate hyperpigmentation	HP:0007588
Reticular hyperpigmentation	HP:0007588
Aplasia cutis congenita on trunk or limbs	HP:0007589
Aplasia cutis congenita over posterior parietal area	HP:0007590
Aplasia/Hypoplastia of the eccrine sweat glands	HP:0007592
Hypoplastic-absent eccrine sweat glands	HP:0007592
Redundant skin in infancy	HP:0007595
Excess skin in infancy	HP:0007595
Painful noncancerous fat tissue tumor under the skin	HP:0007596
Painful noncancerous fat tissue tumour under the skin	HP:0007596
Painful subcutaneous lipomas	HP:0007596
Bilateral single transverse palmar creases	HP:0007598
Generalised reticulate brown pigmentation	HP:0007599
Generalized reticulate brown pigmentation	HP:0007599
Complex palmar dermatoglyphic pattern	HP:0007602
Freckles in sun-exposed areas	HP:0007603
Excessive wrinkling of palmar skin	HP:0007605
Redundant, wrinkled skin of palms	HP:0007605
Multiple cutaneous malignancies	HP:0007606
Hypohidrotic ectodermal dysplasia	HP:0007607
Abnormal palmar dermal ridges	HP:0007608
Blotching pigmentation of the skin	HP:0007610
Spinous keratoses of palms and soles	HP:0007613
Angel's kiss	HP:0007616
Stork bite	HP:0007616
Port-wine stain on neck	HP:0007616
Salmon patch	HP:0007616
Nevus flammeus nuchae	HP:0007616
Fine, reticulate skin pigmentation	HP:0007617
Skin calcification	HP:0007618
Subcutaneous calcification	HP:0007618
Cutaneous leiomyoma	HP:0007620
Cutaneous leiomyomas	HP:0007620
Cutaneous leiomyomata	HP:0007620
Telangiectasia of extensor surfaces	HP:0007621
Abnormal pigmentation in sun-exposed skin	HP:0007623
Pigmentation anomalies of sun-exposed skin	HP:0007623
Agenesis of lower eyelashes	HP:0007646
Atrichia of lower eyelashes	HP:0007646
Aplasia of lower eyelashes	HP:0007646
Absent lower eyelashes	HP:0007646
Failure of development of lower eyelashes	HP:0007646
Curly eyelashes	HP:0007665
Absent inner eyelashes	HP:0007708
Laterally curved eyebrow	HP:0007733
Long eyelashes in irregular rows	HP:0007740
Retinal telangiectasia	HP:0007763
Hypotrichosis of lower eyelashes	HP:0007776
Scanty lower eyelashes	HP:0007776
Partial absence of lower eyelashes	HP:0007776
Sparse lower eyelashes	HP:0007776
Thin lower eyelashes	HP:0007776
Long upper eyelashes	HP:0007840
Ciliary trichomegaly of upper eyelashes	HP:0007840
Increased length of upper eyelashes	HP:0007840
Broad lateral eyebrow	HP:0007933
Wide lateral eyebrow	HP:0007933
Triple row of eyelashes	HP:0008009
Three rows of eyelashes	HP:0008009
Ichthyosis	HP:0008064
Ichthyosiform abnormality of the skin	HP:0008064
Hypertrophic ichthyosis	HP:0008064
Ichthyotic skin	HP:0008064
Aplasia/Hypoplasia of the skin	HP:0008065
Absent/small skin	HP:0008065
Absent/underdeveloped skin	HP:0008065
Blisters	HP:0008066
Skin bullae	HP:0008066
Blister	HP:0008066
Blistering, generalised	HP:0008066
Abnormal blistering of the skin	HP:0008066
Blistering, generalized	HP:0008066
Skin blisters	HP:0008066
Abnormally lax or hyperextensible skin	HP:0008067
Abnormally loose or stretchable skin	HP:0008067
Abnormally loose or hyperelastic skin	HP:0008067
Skin tumors	HP:0008069
Skin cancer (non-melanoma)	HP:0008069
Neoplasia of the skin	HP:0008069
Neoplasm of the skin	HP:0008069
Tumour of the skin	HP:0008069
Dermatological tumours	HP:0008069
Skin tumours	HP:0008069
Tumor of the skin	HP:0008069
Skin cancer	HP:0008069
Dermatological tumors	HP:0008069
Thin, sparse hair	HP:0008070
Sparse hair	HP:0008070
Decreased hair growth on body	HP:0008070
Decreased hair growth	HP:0008070
Hypotrichosis	HP:0008070
Sparse hair since birth	HP:0008070
Marked hypotrichosis	HP:0008070
Plantar crease between first and second toes	HP:0008107
Multiple plantar creases	HP:0008113
Slow-growing nails	HP:0008383
Aplasia/Hypoplasia of the nails	HP:0008386
Absent/underdeveloped nails	HP:0008386
Absent/hypoplastic nails	HP:0008386
Absent/small nails	HP:0008386
Nail aplasia/hypoplasia	HP:0008386
Abnormal toenail morphology	HP:0008388
Abnormality of the toenail	HP:0008388
Abnormality of the toenails	HP:0008388
Recurrent loss of toenails and fingernails	HP:0008390
Recurrent shedding of toenails and fingernails	HP:0008390
Poor fingernail formation	HP:0008391
Dystrophic fingernails	HP:0008391
Thickened, discolored skin under nail	HP:0008392
Subungual hyperkeratosis	HP:0008392
Thickened, discoloured skin under nail	HP:0008392
Congenital curved nail of fourth toe	HP:0008393
Congenital malformed nails	HP:0008394
Congenital onychodystrophy	HP:0008394
Chronic monilial nail infection	HP:0008396
Hypoplastic fifth fingernail	HP:0008398
Underdeveloped fingernail of pinky finger	HP:0008398
Underdeveloped fingernail of little finger	HP:0008398
Underdeveloped fifth fingernail	HP:0008398
Underdeveloped fingernail of pinkie finger	HP:0008398
Circumungual hyperkeratosis	HP:0008399
Thick skin around nails	HP:0008399
Detachment of outermost fingernails	HP:0008400
Onycholysis of distal fingernails	HP:0008400
Onychogryposis of toenails	HP:0008401
Overgrowth and curving of toenails	HP:0008401
Ridged fingernails	HP:0008402
Longitudinally grooved fingernails	HP:0008402
Ridged fingernail	HP:0008402
Nail dystrophy	HP:0008404
